2379.205811	100
2341.514893	100
2366.100586	99.99974722
2381.804443	99.99354122
2333.544922	99.9788988
2298.872314	99.96587876
2296.171387	99.96486698
2256.339355	99.92964896
2235.729004	99.91396997
2211.294434	99.90526102
2154.517578	99.85168612
2110.543213	99.76067595
2047.671265	99.56649827
2008.692017	99.46455367
1999.168457	99.42295315
1988.610229	99.33428549
1975.341919	99.26651651
1936.04187	99.21483278
1843.376709	98.47083828
1834.085449	98.45421163
1707.818726	97.23495139
1706.873779	97.17622999
1685.526001	97.03079472
1675.51709	96.96810733
1672.994629	96.80788167
1634.550659	96.10817101
1632.547485	96.06111879
1620.844727	96.04715401
1575.079468	95.21209022
1498.10498	93.3707649
1474.101074	92.8686943
1433.522705	91.842494
1398.626587	90.08906203
1352.938477	89.06939561
1304.815186	87.12546894
1279.903442	86.39662418
1255.517822	84.92644366
1204.304443	81.81013788
1203.270508	81.51184616
1187.19751	80.84905925
1096.403442	75.20593553
1068.351685	74.40278499
1020.37854	69.65572621
992.7180786	68.32721393
987.2054443	67.15746176
973.1853638	62.69865714
2327.61377	99.99803633
2272.009033	99.99721157
2351.867676	99.99322391
2337.864746	99.98610226
2325.194336	99.98206791
